cord_uid,source_x,title,abstract,authors,url
imxe4jeo,PMC,In Vitro Viability and Cytotoxicity Testing and Same-Well Multi-Parametric Combinations for High Throughput Screening,"In vitro cytotoxicity testing has become an integral aspect of drug discovery because it is a convenient, costeffective, and predictive means of characterizing the toxic potential of new chemical entities. The early and routine implementation of this testing is testament to its prognostic importance for humans. Although a plethora of assay chemistries and methods exist for 96-well formats, few are practical and sufficiently sensitive enough for application in high throughput screening (HTS). Here we briefly describe a handful of the currently most robust and validated HTS assays for accurate and efficient assessment of cytotoxic risk. We also provide guidance for successful HTS implementation and discuss unique merits and detractions inherent in each method. Lastly, we discuss the advantages of combining specific HTS compatible assays into multi-parametric, same-well formats.","Niles, Andrew L.; Moravec, Richard A.; Riss, Terry L.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2802765/
c8snsa4z,PMC,Relapsing macrophage activating syndrome in a 15-year-old girl with Still's disease: a case report,"INTRODUCTION: Macrophage activating syndrome is a severe, potentially life-threatening condition that may accompany Still's disease. It is characterized by fever, hepatosplenomegaly, lymphadenopathy, severe cytopenia, serious liver dysfunction, coagulopathy and neurologic involvement. The principal treatment for patients with this syndrome includes etoposide 150 mg/2 M twice a week for two weeks, dexamethasone 10 mg/2 M for two weeks and cyclosporine 3 mg/kg to 5 mg/kg for a longer period. Cases of relapse of macrophage activating syndrome are relatively rare. CASE PRESENTATION: We describe the case of a 15-year-old Iraqi girl with Still's disease who developed macrophage activating syndrome with acute respiratory distress syndrome that required resuscitation and mechanical ventilation. Following intensive treatment, including high dose steroids and cyclosporine, the patient improved significantly. Two weeks after cyclosporine was discontinued, however, she was readmitted with an acute relapse of macrophage activating syndrome manifested by spiking fever, arthralgias, maculopapular rash and leukocytosis. This time the patient recovered following the reintroduction of treatment with cyclosporine and the addition of mycophenolate mofetil (Cellcept). CONCLUSION: We believe that cyclosporine is a cornerstone for the treatment of Still's disease. We recommend continuing this medication for several weeks following the patient's clinical recovery in order to prevent macrophage activating syndrome relapses.","Mizrahi, Meir; Ben-Chetrit, Eldad",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2803809/
b1h8hweh,PMC,Multiple lung abscesses due to acinetobacter infection: a case report,"Acinetobacter species are well-known causes of nosocomial infections. Recent increasing evidence emphasize on the role of these pathogens in community-acquired infections. We report a case of a 16-yr-old female with fever, sore throat, productive cough, malaise and the presence of lung consolidation with multiple abscesses on radiographic examination. The patient had no significant medical history. After a detailed diagnostic work-up the diagnosis of community acquired Acinetobacter pneumonia with multiple lung abscesses was made. The Acinetobacter stain was susceptible to a variety of antimicrobial agents and the patient's condition improved rapidly. A new computed tomography chest scan, three months later, confirmed full recovery. The presence of lung abscesses due to Acinetobacter infection is an extremely uncommon manifestation of the disease. This case underlines the emergent role which these, often multi-drug resistant, bacteria may play in the future, perhaps in community infections as well.","Kokkonouzis, Ioannis; Christou, Ioannis; Athanasopoulos, Ioannis; Saridis, Nikolaos; Skoufaras, Vasilios",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2804000/
134qz0aw,PMC,A novel anti-mycobacterial function of mitogen-activated protein kinase phosphatase-1,"BACKGROUND: Mycobacterium tuberculosis (MTB) is a major cause of morbidity and mortality in the world. To combat against this pathogen, immune cells release cytokines including tumor necrosis factor-α (TNF-α), which is pivotal in the development of protective granulomas. Our previous results showed that Bacillus Calmette Guerin (BCG), a mycobacterium used as a model to investigate the immune response against MTB, stimulates the induction of TNF-α via mitogen-activated protein kinase (MAPK) in human blood monocytes. Since MAPK phosphatase-1 (MKP-1) is known to regulate MAPK activities, we examined whether MKP-1 plays a role in BCG-induced MAPK activation and cytokine expression. RESULTS: Primary human blood monocytes were treated with BCG and assayed for MKP-1 expression. Our results demonstrated that following exposure to BCG, there was an increase in the expression of MKP-1. Additionally, the induction of MKP-1 was regulated by p38 MAPK and extracellular signal-regulated kinase 1 and 2 (ERK1/2). Surprisingly, when MKP-1 expression was blocked by its specific siRNA, there was a significant decrease in the levels of phospho-MAPK (p38 MAPK and ERK1/2) and TNF-α inducible by BCG. CONCLUSIONS: Since TNF-α is pivotal in granuloma formation, the results indicated an unexpected positive function of MKP-1 against mycobacterial infection as opposed to its usual phosphatase activity.","Cheung, Benny KW; Yim, Howard CH; Lee, Norris CM; Lau, Allan SY",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2804704/
piusm60c,PMC,Localization of Low-Density Detergent-Resistant Membrane Proteins in Intact and Acrosome-Reacted Mouse Sperm,"Mammalian sperm become fertile after completing capacitation, a process associated with cholesterol loss and changes in the biophysical properties of the sperm membranes that prepares the sperm to undergo the acrosome reaction. Different laboratories have hypothesized that cholesterol efflux can influence the extent and/or movement of lipid raft microdomains. In a previous study, our laboratory investigated the identity of sperm proteins putatively associated with rafts. After extraction with Triton X-100 and ultracentrifugation in sucrose gradients, proteins distributing to the light buoyant-density fractions were cored from polyacrylamide gels and microsequenced. In this study, a subset of these proteins (TEX101, basigin, hexokinase 1, facilitated glucose transporter 3, IZUMO, and SPAM1) and other molecules known to be enriched in membrane rafts (caveolin 2, flotillin 1, flotillin 2, and the ganglioside GM3) were selected to investigate their localization in the sperm and their behavior during capacitation and the acrosome reaction. These molecules localize to multiple sperm domains, including the acrosomal cap (IZUMO, caveolin 2, and flotillin 2), equatorial segment (GM3), cytoplasmic droplet (TEX101), midpiece (basigin, facilitated glucose transporter 3, and flotillin 2), and principal piece (facilitated glucose transporter 3). Some of these markers modified their immunofluorescence pattern after sperm incubation under capacitating conditions, and these changes correlated with the occurrence of the acrosome reaction. While GM3 and caveolin 2 were not detected after the acrosome reaction, flotillin 2 was found in the equatorial segment of acrosome-reacted sperm, and IZUMO distributed along the sperm head, reaching the post- and para-acrosomal areas. Taking into consideration the requirement of the acrosome reaction for sperm to become fusogenic, these results suggest that membrane raft dynamics may have a role in sperm-egg membrane interaction.","Miranda, Patricia V.; Allaire, Alicia; Sosnik, Julian; Visconti, Pablo E.",https://academic.oup.com/biolreprod/article-pdf/80/5/897/10571849/biolreprod0897.pdf
a7oqm956,PMC,Global Expression Profiling in Epileptogenesis: Does It Add to the Confusion?,"Since the inception of global gene expression profiling platforms in the mid-1990s, there has been a significant increase in publications of differentially expressed genes in the process of epileptogenesis. In particular for mesial temporal lobe epilepsy, the presence of a latency period between the first manifestation of seizures to chronic epilepsy provides the opportunity for therapeutic interventions at the molecular biology level. Using global expression profiling techniques, approximately 2000 genes have been published demonstrating differential expression in mesial temporal epilepsy. The majority of these changes, however, are specific to laboratory or experimental conditions with only 53 genes demonstrating changes in more than two publications. To this end, we review the current status of gene expression profiling in epileptogenesis and suggest standard guidelines to be followed for greater accuracy and reproducibility of results.","Wang, Yi Yuen; Smith, Paul; Murphy, Michael; Cook, Mark",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2805866/
i7ts5fbq,PMC,Pathogenicity and antigenicity of a new variant of Korean nephropathogenic infectious bronchitis virus,"Despite the existence of an active vaccination program, recently emerged strains of nephropathogenic infectious bronchitis virus (IBV) in Korea have caused significant economic losses in the poultry industry. In this study, we assessed the pathogenic and antigenic characteristics of a K-IIb type field strain of IBV that emerged in Korea since 2003, such as Kr/Q43/06. Specific pathogen free 1-week-old chickens exhibited severe respiratory symptoms (dyspnea) and nephropathogenic lesions (swollen kidneys with nephritis and urate deposits) following challenge with the recent IBV field strain. The antigenic relatedness (R value), based on a calculated virus neutralization index, of the K-IIb type field strain and K-IIa type strain KM91 (isolated in 1991) was 30%, which indicated that the recent strain, Kr/Q43/06, is a new variant that is antigenically distinct from strain KM91. This report is the first to document the emergence of a new antigenic variant of nephropathogenic IBV in chicken from Korea.","Choi, Kang-Seuk; Lee, Eun-Kyoung; Jeon, Woo-Jin; Park, Mi-Ja; Kim, Jin-Won; Kwon, Jun-Hun",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2807275/
zwgnkegf,PMC,Fluorescence Competition Assay Measurements of Free Energy Changes for RNA Pseudoknots,"[Image: see text] RNA pseudoknots have important functions, and thermodynamic stability is a key to predicting pseudoknots in RNA sequences and to understanding their functions. Traditional methods, such as UV melting and differential scanning calorimetry, for measuring RNA thermodynamics are restricted to temperature ranges around the melting temperature for a pseudoknot. Here, we report RNA pseudoknot free energy changes at 37 °C measured by fluorescence competition assays. Sequence-dependent studies for the loop 1−stem 2 region reveal (1) the individual nearest-neighbor hydrogen bonding (INN-HB) model provides a reasonable estimate for the free energy change when a Watson−Crick base pair in stem 2 is changed, (2) the loop entropy can be estimated by a statistical polymer model, although some penalty for certain loop sequences is necessary, and (3) tertiary interactions can significantly stabilize pseudoknots and extending the length of stem 2 may alter tertiary interactions such that the INN-HB model does not predict the net effect of adding a base pair. The results can inform writing of algorithms for predicting and/or designing RNA secondary structures.","Liu, Biao; Shankar, Neelaabh; Turner, Douglas H.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2808147/
jgxbpy4j,PMC,Proteomics Analysis of the Nucleolus in Adenovirus-infected Cells,"Adenoviruses replicate primarily in the host cell nucleus, and it is well established that adenovirus infection affects the structure and function of host cell nucleoli in addition to coding for a number of nucleolar targeted viral proteins. Here we used unbiased proteomics methods, including high throughput mass spectrometry coupled with stable isotope labeling by amino acids in cell culture (SILAC) and traditional two-dimensional gel electrophoresis, to identify quantitative changes in the protein composition of the nucleolus during adenovirus infection. Two-dimensional gel analysis revealed changes in six proteins. By contrast, SILAC-based approaches identified 351 proteins with 24 proteins showing at least a 2-fold change after infection. Of those, four were previously reported to have aberrant localization and/or functional relevance during adenovirus infection. In total, 15 proteins identified as changing in amount by proteomics methods were examined in infected cells using confocal microscopy. Eleven of these proteins showed altered patterns of localization in adenovirus-infected cells. Comparing our data with the effects of actinomycin D on the nucleolar proteome revealed that adenovirus infection apparently specifically targets a relatively small subset of nucleolar antigens at the time point examined.","Lam, Yun W.; Evans, Vanessa C.; Heesom, Kate J.; Lamond, Angus I.; Matthews, David A.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2808258/
d08buwtu,PMC,Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,"BACKGROUND: The isolation of human monoclonal antibodies (mAbs) that neutralize a broad spectrum of primary HIV-1 isolates and the characterization of the human neutralizing antibody B cell response to HIV-1 infection are important goals that are central to the design of an effective antibody-based vaccine. METHODS AND FINDINGS: We immortalized IgG(+) memory B cells from individuals infected with diverse clades of HIV-1 and selected on the basis of plasma neutralization profiles that were cross-clade and relatively potent. Culture supernatants were screened using various recombinant forms of the envelope glycoproteins (Env) in multiple parallel assays. We isolated 58 mAbs that were mapped to different Env surfaces, most of which showed neutralizing activity. One mAb in particular (HJ16) specific for a novel epitope proximal to the CD4 binding site on gp120 selectively neutralized a multi-clade panel of Tier-2 HIV-1 pseudoviruses, and demonstrated reactivity that was comparable in breadth, but distinct in neutralization specificity, to that of the other CD4 binding site-specific neutralizing mAb b12. A second mAb (HGN194) bound a conserved epitope in the V3 crown and neutralized all Tier-1 and a proportion of Tier-2 pseudoviruses tested, irrespective of clade. A third mAb (HK20) with broad neutralizing activity, particularly as a Fab fragment, recognized a highly conserved epitope in the HR-1 region of gp41, but showed striking assay-dependent selectivity in its activity. CONCLUSIONS: This study reveals that by using appropriate screening methods, a large proportion of memory B cells can be isolated that produce mAbs with HIV-1 neutralizing activity. Three of these mAbs show unusual breadth of neutralization and therefore add to the current panel of HIV-1 neutralizing antibodies with potential for passive protection and template-based vaccine design.","Corti, Davide; Langedijk, Johannes P. M.; Hinz, Andreas; Seaman, Michael S.; Vanzetta, Fabrizia; Fernandez-Rodriguez, Blanca M.; Silacci, Chiara; Pinna, Debora; Jarrossay, David; Balla-Jhagjhoorsingh, Sunita; Willems, Betty; Zekveld, Maria J.; Dreja, Hanna; O'Sullivan, Eithne; Pade, Corinna; Orkin, Chloe; Jeffs, Simon A.; Montefiori, David C.; Davis, David; Weissenhorn, Winfried; McKnight, Áine; Heeney, Jonathan L.; Sallusto, Federica; Sattentau, Quentin J.; Weiss, Robin A.; Lanzavecchia, Antonio",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2808385/
8y8ho2x5,PMC,"Recode-2: new design, new search tools, and many more genes","‘Recoding’ is a term used to describe non-standard read-out of the genetic code, and encompasses such phenomena as programmed ribosomal frameshifting, stop codon readthrough, selenocysteine insertion and translational bypassing. Although only a small proportion of genes utilize recoding in protein synthesis, accurate annotation of ‘recoded’ genes lags far behind annotation of ‘standard’ genes. In order to address this issue, provide a service to researchers in the field, and offer training data for developers of gene-annotation software, we have gathered together known cases of recoding within the Recode database. Recode-2 is an improved and updated version of the database. It provides access to detailed information on genes known to utilize translational recoding and allows complex search queries, browsing of recoding data and enhanced visualization of annotated sequence elements. At present, the Recode-2 database stores information on approximately 1500 genes that are known to utilize recoding in their expression—a factor of approximately three increase over the previous version of the database. Recode-2 is available at http://recode.ucc.ie","Bekaert, Michaël; Firth, Andrew E.; Zhang, Yan; Gladyshev, Vadim N.; Atkins, John F.; Baranov, Pavel V.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2808893/
sbnnh2mm,PMC,ViralORFeome: an integrated database to generate a versatile collection of viral ORFs,"Large collections of protein-encoding open reading frames (ORFs) established in a versatile recombination-based cloning system have been instrumental to study protein functions in high-throughput assays. Such ‘ORFeome’ resources have been developed for several organisms but in virology, plasmid collections covering a significant fraction of the virosphere are still needed. In this perspective, we present ViralORFeome 1.0 (http://www.viralorfeome.com), an open-access database and management system that provides an integrated set of bioinformatic tools to clone viral ORFs in the Gateway® system. ViralORFeome provides a convenient interface to navigate through virus genome sequences, to design ORF-specific cloning primers, to validate the sequence of generated constructs and to browse established collections of virus ORFs. Most importantly, ViralORFeome has been designed to manage all possible variants or mutants of a given ORF so that the cloning procedure can be applied to any emerging virus strain. A subset of plasmid constructs generated with ViralORFeome platform has been tested with success for heterologous protein expression in different expression systems at proteome scale. ViralORFeome should provide our community with a framework to establish a large collection of virus ORF clones, an instrumental resource to determine functions, activities and binding partners of viral proteins.","Pellet, J.; Tafforeau, L.; Lucas-Hourani, M.; Navratil, V.; Meyniel, L.; Achaz, G.; Guironnet-Paquet, A.; Aublin-Gex, A.; Caignard, G.; Cassonnet, P.; Chaboud, A.; Chantier, T.; Deloire, A.; Demeret, C.; Le Breton, M.; Neveu, G.; Jacotot, L.; Vaglio, P.; Delmotte, S.; Gautier, C.; Combet, C.; Deleage, G.; Favre, M.; Tangy, F.; Jacob, Y.; Andre, P.; Lotteau, V.; Rabourdin-Combe, C.; Vidalain, P. O.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2808970/
hxjxczyr,PMC,Clinical review: Primary influenza viral pneumonia,"Primary influenza pneumonia has a high mortality rate during pandemics, not only in immunocompromised individuals and patients with underlying comorbid conditions, but also in young healthy adults. Clinicians should maintain a high index of suspicion for this diagnosis in patients presenting with influenza-like symptoms that progress quickly (2 to 5 days) to respiratory distress and extensive pulmonary involvement. The sensitivity of rapid diagnostic techniques in identifying infections with the pandemic 2009 H1N1v influenza strain is currently suboptimal. The most reliable real-time reverse transcriptase-polymerase chain reaction molecular testing is available in limited clinical settings. Despite 6 months of pandemic circulation, most novel H1N1v pandemic strains remain susceptible to oseltamivir. Ensuring an appropriate oxygenation and ventilation strategy, as well as prompt initiation of antiviral therapy, is essential in management.","Rello, Jordi; Pop-Vicas, Aurora",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2811908/
zqcu10rp,PMC,Calculating the potential for within-flight transmission of influenza A (H1N1),"BACKGROUND: Clearly air travel, by transporting infectious individuals from one geographic location to another, significantly affects the rate of spread of influenza A (H1N1). However, the possibility of within-flight transmission of H1N1 has not been evaluated; although it is known that smallpox, measles, tuberculosis, SARS and seasonal influenza can be transmitted during commercial flights. Here we present the first quantitative risk assessment to assess the potential for within-flight transmission of H1N1. METHODS: We model airborne transmission of infectious viral particles of H1N1 within a Boeing 747 using methodology from the field of quantitative microbial risk assessment. RESULTS: The risk of catching H1N1 will essentially be confined to passengers travelling in the same cabin as the source case. Not surprisingly, we find that the longer the flight the greater the number of infections that can be expected. We calculate that H1N1, even during long flights, poses a low to moderate within-flight transmission risk if the source case travels First Class. Specifically, 0-1 infections could occur during a 5 hour flight, 1-3 during an 11 hour flight and 2-5 during a 17 hour flight. However, within-flight transmission could be significant, particularly during long flights, if the source case travels in Economy Class. Specifically, two to five infections could occur during a 5 hour flight, 5-10 during an 11 hour flight and 7-17 during a 17 hour flight. If the aircraft is only partially loaded, under certain conditions more infections could occur in First Class than in Economy Class. During a 17 hour flight, a greater number of infections would occur in First Class than in Economy if the First Class Cabin is fully occupied, but Economy class is less than 30% full. CONCLUSIONS: Our results provide insights into the potential utility of air travel restrictions on controlling influenza pandemics in the winter of 2009/2010. They show travel by one infectious individual, rather than causing a single outbreak of H1N1, could cause several simultaneous outbreaks. These results imply that, during a pandemic, quarantining passengers who travel in Economy on long-haul flights could potentially be an important control strategy. Notably, our results show that quarantining passengers who travel First Class would be unlikely to be an effective control strategy.","Wagner, Bradley G; Coburn, Brian J; Blower, Sally",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2813231/
hwjkbpqp,PMC,Abstracts from the 11th International Congress of Behavioral Medicine,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2816237/
094d0rn6,PMC,IPS-1 Is Essential for the Control of West Nile Virus Infection and Immunity,"The innate immune response is essential for controlling West Nile virus (WNV) infection but how this response is propagated and regulates adaptive immunity in vivo are not defined. Herein, we show that IPS-1, the central adaptor protein to RIG-I-like receptor (RLR) signaling, is essential for triggering of innate immunity and for effective development and regulation of adaptive immunity against pathogenic WNV. IPS-1(−/−) mice exhibited increased susceptibility to WNV infection marked by enhanced viral replication and dissemination with early viral entry into the CNS. Infection of cultured bone-marrow (BM) derived dendritic cells (DCs), macrophages (Macs), and primary cortical neurons showed that the IPS-1-dependent RLR signaling was essential for triggering IFN defenses and controlling virus replication in these key target cells of infection. Intriguingly, infected IPS-1(−/−) mice displayed uncontrolled inflammation that included elevated systemic type I IFN, proinflammatory cytokine and chemokine responses, increased numbers of inflammatory DCs, enhanced humoral responses marked by complete loss of virus neutralization activity, and increased numbers of virus-specific CD8+ T cells and non-specific immune cell proliferation in the periphery and in the CNS. This uncontrolled inflammatory response was associated with a lack of regulatory T cell expansion that normally occurs during acute WNV infection. Thus, the enhanced inflammatory response in the absence of IPS-1 was coupled with a failure to protect against WNV infection. Our data define an innate/adaptive immune interface mediated through IPS-1-dependent RLR signaling that regulates the quantity, quality, and balance of the immune response to WNV infection.","Suthar, Mehul S.; Ma, Daphne Y.; Thomas, Sunil; Lund, Jennifer M.; Zhang, Nu; Daffis, Stephane; Rudensky, Alexander Y.; Bevan, Michael J.; Clark, Edward A.; Kaja, Murali-Krishna; Diamond, Michael S.; Gale, Michael",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2816698/
stgri6y6,PMC,Severe malaria - a case of fatal Plasmodium knowlesi infection with post-mortem findings: a case report,"BACKGROUND: Zoonotic malaria caused by Plasmodium knowlesi is an important, but newly recognized, human pathogen. For the first time, post-mortem findings from a fatal case of knowlesi malaria are reported here. CASE PRESENTATION: A formerly healthy 40 year-old male became symptomatic 10 days after spending time in the jungle of North Borneo. Four days later, he presented to hospital in a state of collapse and died within two hours. He was hyponatraemic and had elevated blood urea, potassium, lactate dehydrogenase and amino transferase values; he was also thrombocytopenic and eosinophilic. Dengue haemorrhagic shock was suspected and a post-mortem examination performed. Investigations for dengue virus were negative. Blood for malaria parasites indicated hyperparasitaemia and single species P. knowlesi infection was confirmed by nested-PCR. Macroscopic pathology of the brain and endocardium showed multiple petechial haemorrhages, the liver and spleen were enlarged and lungs had features consistent with ARDS. Microscopic pathology showed sequestration of pigmented parasitized red blood cells in the vessels of the cerebrum, cerebellum, heart and kidney without evidence of chronic inflammatory reaction in the brain or any other organ examined. Brain sections were negative for intracellular adhesion molecule-1. The spleen and liver had abundant pigment containing macrophages and parasitized red blood cells. The kidney had evidence of acute tubular necrosis and endothelial cells in heart sections were prominent. CONCLUSIONS: The overall picture in this case was one of systemic malaria infection that fit the WHO classification for severe malaria. Post-mortem findings in this case were unexpectedly similar to those that define fatal falciparum malaria, including cerebral pathology. There were important differences including the absence of coma despite petechial haemorrhages and parasite sequestration in the brain. These results suggest that further study of knowlesi malaria will aid the interpretation of, often conflicting, information on malaria pathophysiology in humans.","Cox-Singh, Janet; Hiu, Jessie; Lucas, Sebastian B; Divis, Paul C; Zulkarnaen, Mohammad; Chandran, Patricia; Wong, Kum T; Adem, Patricia; Zaki, Sherif R; Singh, Balbir; Krishna, Sanjeev",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2818646/
36bfeoqv,PMC,Mathematical Modeling of the Effectiveness of Facemasks in Reducing the Spread of Novel Influenza A (H1N1),"On June 11, 2009, the World Health Organization declared the outbreak of novel influenza A (H1N1) a pandemic. With limited supplies of antivirals and vaccines, countries and individuals are looking at other ways to reduce the spread of pandemic (H1N1) 2009, particularly options that are cost effective and relatively easy to implement. Recent experiences with the 2003 SARS and 2009 H1N1 epidemics have shown that people are willing to wear facemasks to protect themselves against infection; however, little research has been done to quantify the impact of using facemasks in reducing the spread of disease. We construct and analyze a mathematical model for a population in which some people wear facemasks during the pandemic and quantify impact of these masks on the spread of influenza. To estimate the parameter values used for the effectiveness of facemasks, we used available data from studies on N95 respirators and surgical facemasks. The results show that if N95 respirators are only 20% effective in reducing susceptibility and infectivity, only 10% of the population would have to wear them to reduce the number of influenza A (H1N1) cases by 20%. We can conclude from our model that, if worn properly, facemasks are an effective intervention strategy in reducing the spread of pandemic (H1N1) 2009.","Tracht, Samantha M.; Del Valle, Sara Y.; Hyman, James M.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2818714/
sk9lud0o,PMC,Correcting the Actual Reproduction Number: A Simple Method to Estimate R(0) from Early Epidemic Growth Data,"The basic reproduction number, R(0), a summary measure of the transmission potential of an infectious disease, is estimated from early epidemic growth rate, but a likelihood-based method for the estimation has yet to be developed. The present study corrects the concept of the actual reproduction number, offering a simple framework for estimating R(0) without assuming exponential growth of cases. The proposed method is applied to the HIV epidemic in European countries, yielding R(0) values ranging from 3.60 to 3.74, consistent with those based on the Euler-Lotka equation. The method also permits calculating the expected value of R(0) using a spreadsheet.","Nishiura, Hiroshi",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2819789/
h3yxymh3,PMC,Using Satellite Images of Environmental Changes to Predict Infectious Disease Outbreaks,"Recent events clearly illustrate a continued vulnerability of large populations to infectious diseases, which is related to our changing human-constructed and natural environments. A single person with multidrug-resistant tuberculosis in 2007 provided a wake-up call to the United States and global public health infrastructure, as the health professionals and the public realized that today’s ease of airline travel can potentially expose hundreds of persons to an untreatable disease associated with an infectious agent. Ease of travel, population increase, population displacement, pollution, agricultural activity, changing socioeconomic structures, and international conflicts worldwide have each contributed to infectious disease events. Today, however, nothing is larger in scale, has more potential for long-term effects, and is more uncertain than the effects of climate change on infectious disease outbreaks, epidemics, and pandemics. We discuss advances in our ability to predict these events and, in particular, the critical role that satellite imaging could play in mounting an effective response.","Ford, Timothy E.; Colwell, Rita R.; Rose, Joan B.; Morse, Stephen S.; Rogers, David J.; Yates, Terry L.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2819876/
fmgnavfq,PMC,"Clinical Assessment and Improved Diagnosis of Bocavirus-induced Wheezing in Children, Finland","Human bocavirus (HBoV) is a widespread respiratory virus. To improve diagnostic methods, we conducted immunoglobulin (Ig) G and IgM enzyme immunoassays with recombinant virus–like particles of HBoV as antigen. Acute-phase and follow-up serum samples from 258 wheezing children and single serum samples from 115 healthy adults in Finland were examined. Our assays had a sensitivity of 97% and a specificity of 99.5%. Of adults, 96% had immunity; none had an acute infection. Of 48 children with serologically diagnosed acute HBoV infections, 45 were viremic and 35 had virus in nasopharyngeal aspirates (NPAs). Of 39 HBoV NPA PCR–positive children co-infected with another virus, 64% had a serologically verified HBoV infection. HBoV caused illness of longer duration than rhinovirus and of equal severity to that of respiratory syncytial virus. Among children with bronchiolitis, >25% had acute HBoV infections. Accurate HBoV diagnosis requires serologic analysis or PCR of serum; PCR of NPAs alone is insufficient.","Söderlund-Venermo, Maria; Lahtinen, Anne; Jartti, Tuomas; Hedman, Lea; Kemppainen, Kaisa; Lehtinen, Pasi; Allander, Tobias; Ruuskanen, Olli; Hedman, Klaus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2819894/
k58gx6sf,PMC,Evidence that Gag facilitates HIV-1 envelope association both in GPI-enriched plasma membrane and detergent resistant membranes and facilitates envelope incorporation onto virions in primary CD4(+ )T cells,"HIV-1 particle assembly mediated by viral Gag protein occurs predominantly at plasma membrane. While colocalization of HIV-1 envelope with lipid rich microenvironment have been shown in T cells, the significance of viral proteins modulating envelope association in such microdomains in plasma membrane enriched in glycosylphosphatidylinositol-anchored proteins in primary CD4(+ )T cells that are natural targets of HIV-1 is poorly understood. Here we show that in primary CD4(+ )T cells that are natural targets of HIV-1 in vivo, Gag modulates HIV-1 envelope association with GM1 ganglioside and CD59 rich cellular compartments as well as with detergent resistant membranes. Our data strengthen evidence that Gag-Env interaction is important in envelope association with lipid rafts containing GPI-anchored proteins for efficient assembly onto mature virions resulting in productive infection of primary CD4(+ )T cells.","Patil, Ajit; Gautam, Archana; Bhattacharya, Jayanta",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2820015/
5l48fvx2,PMC,Two novel HLA-A*0201 T-cell epitopes in avian H5N1 viral nucleoprotein induced specific immune responses in HHD mice,"The influenza A nucleoprotein (NP) is an attractive target for avian flu vaccine development because of its high conversancy in the evolutionary chain of the virus. Here we identified two novel HLA-A*0201 restricted NP epitopes, named H5N1 NP373-381 AMDSNTLEL (NP373) and NP458-466 FQGRGVFEL (NP458), using computational bioinformatic analysis. The NP peptides showed a high binding affinity to HLA-A*0201 on T2 cells, and were able to induce the activation of the cytotoxic T cells in the human peripheral blood mononuclear cells. We examined the potential of using NP373 and NP458 peptide sequences supplemented with a single-chain trimer as potential DNA vaccine candidates in an HHD transgenic mouse model. A gene gun delivery system was used for administrating the vaccine candidates into the animals. The results from cytotoxicity and ELISPOT assays indicated that a significant amount of IFN-γ was secreted by the T cells of the vaccinated mice, and the T cells were able to eliminate the corresponding peptide-loaded T2 cells. The discovery of these novel immunogenic NP peptides provides valuable information for avian flu vaccine design and construction.","Cheung, Ying-Kit; Cheng, Samuel Chak-Sum; Ke, Yan; Xie, Yong",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2820229/
